Chain Start,Chain End
34196330,60077379
52309057,55772708
48647189,6820272
65952051,9112015
85622143,43016636
83075887,62028697
211048,25117105
99633780,68586815
8446608,57143016
48743691,4657496
23427189,37765964
39108954,1001172
27651999,63777414
52070153,39474590
68986826,59131899
56265352,69379950
64735805,30601525
93780381,47283333
31273399,9356906
96366137,9871337
58820369,49057507
66861064,76520500
88912985,79707053
55416858,98692370
13543802,53247804
46065826,3984400
91025260,26588166
99726449,13717717
59574080,64402058
21681107,10829218
38141070,62409382
19405186,38770532
30098002,23529877
61186210,82871822
86176670,850764
28985780,33700619
46070632,84293938
7857893,68730228
10651438,87080812
75429648,36887379
87538960,28998499
89875953,19259537
48558164,53064593
4868688,28642736
2329520,75567330
97051147,36180861
12093353,57853402
43926937,14586800
58870509,39701292
15106367,50878573
37428694,33670051
42868651,18008747
13953411,55123185
91184805,19934901
69969213,30632518
7353614,29602763
1829050,50201182
56234216,16407291
4612582,91027320
64692137,3219779
86074997,5304070
10551592,17137000
38006155,42478208
17939319,72948365
79050633,42946651
57285758,85626433
1891846,65332981
14487989,60383940
66214032,71430320
43876355,82815797
61930656,57550716
53408432,7332855
1716242,36486188
48582334,10249593
96187492,99766136
41224460,86027998
69925436,893295
85716807,3822719
73362939,39403645
22115650,22630105
18335781,90956121
54515895,58809322
66902092,97334556
24083710,92796719
67660774,221430
10926792,73387575
89831147,48994994
24100265,64169859
54569149,87478963
21592135,7588794
23195887,32591050
19880704,55106353
73374445,99595867
44272774,10948282
99847797,64276347
63081970,8149741
61352339,91129259
25420373,74050805
17070689,14064428
82114312,55440404
33150511,7016791
28031533,72850952
77204555,19443176
43024665,32352881
20501103,12527819
9773463,83564228
60071533,21556667
76711331,48011400
9475982,3480627
18883116,30784391
66727315,39200691
44199924,51338797
78693343,94658756
60200407,18480801
60108436,8044931
57131109,51299174
54244596,80069368
13471333,17983575
4735257,56652579
30642386,46496489
29197351,2718950
41550365,25485890
54658909,70981962
86826353,1903624
2189988,92458830
17276716,14943338
46116150,10735386
7928899,18576452
31671047,10643794
29681416,11067867
14335618,31906201
52204518,66932394
28153354,7918286
90043205,79064287
14870727,24856326
76612628,73284615
55810381,77656482
4321549,9764057
95826917,16422974
58000438,53682348
15514800,97706654
31348183,99148419
10616136,29643423
99415539,173690
4068751,52658723
79933484,75699959
13270372,26479239
65939710,49405104
91942264,45685274
11772639,27027930
1654639,3013267
83439443,47371784
74400140,71229802
81559910,81215473
40637364,51678547
43262722,1780676
45115631,88973015
28135415,81812750
47669476,22449665
68046017,93036049
1224828,13893457
9071780,29385890
38738347,33904306
72992641,34105013
84378292,174634
96371148,89830927
51058516,7841207
89474303,61882405
89885260,53627355
60083011,3950139
76927984,31883427
69788451,27079173
38980641,59064460
96241110,20298805
51536122,17083894
50026923,86210919
42190767,469525
77912188,4796496
65056679,70958863
95941517,83247762
80811874,69313029
67308897,74297850
15660154,97673488
98755796,8353807
12794720,12069147
95195258,74708100
4041908,84138886
79644481,97400965
74081031,2722521
62364942,28644431
25212975,3541438
81668070,2871648
7620841,14749692
32768840,90716364
53049945,59782710
32366318,71911847
93008994,61840803
26910668,42725147
13258071,67941117
28087854,62751596
68261135,25484321
25610348,3789018
78239299,49975022
97076998,67242407
52456955,54171381
7658955,78546185
28782944,4020676
13129614,52280497
84176296,18910924
98703316,1381965
77370670,83603837
37979636,34194886
63326987,69566299
2666350,93948786
2830625,32998901
18051456,96321700
33227818,68896594
50549637,8629659
41102281,73617622
28089934,79772997
60318721,3519322
66621896,42777606
15645080,81102326
37267751,50733237
4193986,44822687
46382450,29357302
69317380,84686290
11553480,5524500
26858318,34967907
80253345,47950813
8139220,4116191
49401664,2788960
5777219,50131668
6833317,34908573
61463968,69682981
93556936,29293884
78037542,4666153
92036078,90147079
44199141,63393274
58753381,81892758
93144573,30202404
30723050,56740423
58157946,13690231
78639545,38799143
22082986,20054990
51908731,62395223
53965737,50218226
4943248,5129273
76649321,25803682
12358886,56705971
69984902,81519945
88306221,25262271
69092199,2846111
19100156,45334423
46401733,84730388
32358811,6468537
22700027,22127922
24155868,22507752
22006184,40297238
36058755,55412855
66345371,11528129
80286066,77633298
1562301,93036609
10775251,49993366
68096785,47379180
55716670,54591108
90721436,84203610
54624625,63108372
70119928,76277390
88937424,44482762
44518922,27201249
84612923,64415726
78082864,62358122
2389753,90282112
53335061,98838397
35185633,94612150
62590149,12555302
76226838,98192602
43107298,80124131
73112241,81473331
1075938,90088781
37245535,4506020
42454246,1707417
687049,97440804
9612845,8138640
91583092,88693653
40003900,51516023
18285435,41017958
18042056,96429176
26962765,6176211
28096945,81625612
23737244,83141406
48199289,79915556
83795894,63541378
97801694,33812432
3849666,57686678
4675539,48235453
64276996,64842906
77522076,10505758
58173178,4925820
35424860,20829661
20506687,67290790
29661035,43044739
33890364,65216014
85325946,9846688
64408246,7067567
4280482,74359668
88772305,54426589
33612745,4183368
86617803,35830540
30892032,3030860
74999591,10323891
39252595,51775516
60634864,48779739
49396991,37421184
23373270,80410295
2591682,2104428
56425086,62582651
5373051,33772369
43140920,6159001
22792325,74920904
22099196,17934561
82773365,42692043
79967651,30479535
48311959,84967981
611213,8174334
19659310,56849583
37428840,67888410
68957234,2513080
56557867,17415002
58902288,74168819
95972712,93181183
59832993,30634382
74704110,9414005
60962551,25433350
81248860,18616315
19388882,26496109
64258545,15058483
60569516,62007006
39917063,52824953
29769030,43777133
71158772,27206465
94765098,46292082
41336382,88458751
17403290,56569373
93349512,58633373
15062929,54489716
91376719,99142544
90220215,54556827
79115552,31565515
39638738,47338442
6063889,76842569
34762041,23516740
98128748,85633067
1140069,79777206
53192506,28480846
38826322,44889872
20873867,93249687
16785895,98607874
54174057,37968339
40208023,655302
61265717,13625193
23433940,48325562
47372356,90719010
47556436,7802718
26437970,67436955
12444116,78007819
69158351,6457435
66789473,4266662
96192377,4956476
58112949,11090299
2558991,81397401
95602698,34591287
2539468,67333355
69322601,413030
28681203,8239931
54956110,75942120
25304472,11058422
76715103,21374020
9204914,25516764
24515436,57293151
53047693,64803737
86386456,24329231
42979266,84517431
13493591,55973232
48239947,56893960
64200453,54981664
93567407,98345309
73933871,33632103
9616264,7767019
16479026,53780276
52387137,46124568
31509199,70008731
29733693,902410
71832209,66551612
50073145,10949189
87060680,7545177
25672551,48152893
41074247,41157691
56796264,553146
70437398,84010519
88569192,84682726
56933754,35452709
32708483,63221246
91895084,77202211
6430551,44414853
67832923,67296351
48083726,9370876
24083321,25295758
40818062,75081086
73839027,39574201
30944756,23424341
16864840,61000236
90478734,98216744
57384644,61179915
89339119,2839706
10906067,2050963
47207746,80992490
38832246,16096861
48937070,74174366
25187324,3268433
13973111,18448661
28337007,67253912
79420188,2729543
54096606,81711915
63625585,8754289
95972537,89336593
96317810,5425006
38694043,62294370
69784125,11313133
6289939,26442224
14175931,18817030
30718565,95716497
92564782,7761546
82532980,80320056
57778186,6383899
94766650,8517289
94392562,29121713
94579465,93512891
51508022,79265460
96010731,49716537
56707175,57753651
51610660,43049447
75735526,384949
22376539,53175584
83253555,5297939
27735182,70179531
1478218,66119104
46510612,6058803
69399475,42555129
78659980,9985084
40372740,16617251
61120065,72899672
96729008,92932846
1078197,7249179
86649774,55704747
12788392,83292909
22736716,9845627
57933928,3974221
69622209,61495478
27249052,22103557
42577822,42362299
159946,83095300
49644804,41089607
87972702,36296382
48696161,31853703
31528797,22537608
34547183,7111189
34106279,10975856
19069912,77154095
63834145,69977378
81128122,5550050
20643531,98014506
98696262,99701703
25310071,6730487
76257508,48645761
96919962,58332480
53169042,83404552
25246279,61789240
11104861,56795999
58590611,72315074
19892118,27847385
20914594,46086787
2422093,7119055
82807896,43338640
99452876,6553019
855943,65119350
29964328,23388168
64191214,7438796
95662367,4257293
67310107,57979489
36529520,26232578
73814446,93826880
3321295,30906529
24953892,52875330
66332476,66664535
79480694,41139449
83474539,29957134
89031192,22918005
63693071,73909445
64215602,21270278
79256405,40544882
3105376,89523888
23140085,12281708
47477733,87387767
38296046,83773440
70113660,85515018
137695,83397887
74805993,71641471
66503405,34889102
62101484,59166544
11326829,35232326
37106815,82683905
31478644,7755028
8024838,79666460
48892759,99102439
8819534,45371371
8678162,2528396
97835447,58443136
46602762,57952632
73571532,79707059
61401839,86020582
9269247,37941241
23789929,49791590
50196993,37610666
1750580,86226013
22908159,71109369
81145966,19612632
14365444,97063389
137629,53014374
83154240,66388147
1609897,5737624
88078392,21360597
84124771,59198351
97791644,72966878
25318338,97263240
77509712,30138033
25880283,18967369
62607701,15751167
20710872,3189411
42399707,75496368
44452217,55661385
83493725,64286900
27389160,9560969
20173118,95009091
8615009,42709011
95916935,88955727
42967570,87892281
41804691,6782269
33373282,25992231
70889918,37961548
29785407,23913293
95186419,74603257
27396626,21765029
71758763,38086917
96104719,67256602
2360417,9965413
29389292,6535559
80403994,55843950
38365079,35652038
11379371,16432361
69444260,57263308
17168866,97358698
70829075,95250156
37552283,10813335
26816838,12449923
60799100,99606366
15750533,71279916
79701167,4215452
57969118,13569154
61949315,57169276
76102218,43423018
68556054,3338629
19237808,63459617
89425204,92242644
92808151,68591581
51864360,90092500
23750828,68985692
27137661,30978203
68215580,71841984
55344127,96106429
20361376,46211975
68457966,70988712
82583873,98367481
15305549,69955006
24822017,86396928
28523198,28254759
4044813,35518562
39025634,591961
36889969,74323396
11137314,6291723
9560777,13412924
65614279,7655549
86824421,67141349
33820617,5045028
6598870,85526708
87188007,38036657
27258218,8446141
39115589,18712065
92107121,81493281
4899132,96610073
39479836,59802992
32234808,61129933
2427035,79020937
24703972,7466686
59890767,47363676
9375842,15649358
77898744,32153001
41433434,34190865
5434802,98142722
81375770,15024149
16614429,2027983
94532335,81568750
77411740,40261957
46716712,36474727
2016784,23165119
22782338,29248520
55350480,9159415
5905040,94117203
84069054,42433939
98556640,34730196
59153807,36367036
51731956,18101786
75038645,10679990
62497598,70115117
12652077,35297221
60676133,57178911
26538604,37675373
7709991,3700182
63546627,10535906
61889424,1797820
30793538,12325825
16196602,86785011
9709460,85798299
26254642,96786491
69253421,62016670
68352021,66327616
56015767,56934521
79780314,90234444
32701989,2897804
22723562,75852772
83201396,55504367
96309755,96699656
15954731,78283321
7050684,7185001
73313911,94757814
96681206,53307206
54465808,67046948
62175248,75072592
23338300,34322899
35074305,44593514
3148295,25801672
75605562,1823966
90463653,7979077
92844646,49703218
29263587,66670172
89113928,17936495
39063028,46143942
25769236,49010566
10902807,43404290
39105524,5636437
54697894,10274025
71522060,5224708
92422360,15034109
39627499,3322580
45116054,10207088
8893634,73186551
52625621,80016926
70070662,45334392
80354797,90669641
6617605,99591191
89949329,3492023
93648532,91473074
94123048,31555461
69495855,88208602
55598605,84042675
8214198,99959192
25561136,103169
88778815,83426322
77883076,49599106
31342542,41690834
76671795,45838053
86966996,26225364
10091271,15011379
92922706,69145200
86766995,74506246
18706872,53573499
16785669,58838421
14153085,1052208
35195283,93195699
71594832,89759944
77224406,67962328
73993046,67488093
57179770,11618202
38724528,2427160
642009,76191176
55268665,91917779
35967530,60589776
14415426,94847791
67332063,36608782
40146022,24655546
49947356,47231030
84171139,20169622
86732720,56705431
52916170,49558218
13983184,59611618
33204044,6420386
2029148,13838256
27111613,12168109
42234480,69244811
56669641,52311082
3229761,83687560
80563107,52123255
49493414,2008264
81753433,2492613
31400235,68407130
52550307,21852356
634801,15553951
24313558,38879248
14126875,24962816
24339810,14323083
53346438,74367075
20040811,71137470
15887566,43089539
69850817,20794797
2884769,8504452
85978196,39750681
1203404,32362074
13720528,25959622
33779437,15541540
36903433,71276949
18130276,47194618
35244225,3633013
72999891,2188339
75375866,24128943
27621191,77967915
73790214,53127763
65906628,49677534
86283710,36305690
76020742,99359209
95179284,36682580
29993639,22265165
13469308,70131601
21507804,67915520
34717339,73198206
57756294,86113076
67655826,69779261
43740597,54544446
81927636,98720878
57951123,26540052
16296541,78816922
9579276,11382108
7267597,85992165
74382869,32359308
73356549,36958533
19079528,27944962
73646407,79557044
94668744,8244220
98331528,33455580
20497877,9071323
18180866,88209026
91877246,42775584
33072512,44681461
31472908,63573350
33727229,4713622
61654283,7273358
20762221,40527896
51705561,25917963
36347708,32084797
88638124,75251430
51996946,52360827
98985014,87471324
38059168,74929861
14325444,6327478
64131854,11294853
68896616,94149417
43346959,10817739
50316563,98552551
80025948,6277409
99009244,67291443
73782425,43311213
4408689,4995479
13549723,7338269
15004885,55982224
39447755,18088401
76220503,13448936
76355020,55518145
5061928,86924092
64999672,1041229
44494288,79682506
76639052,3864107
64598462,86983825
27839210,23215024
15360777,57666745
95663840,78193785
99392421,99136742
65448420,44140484
23026783,476835
9583248,94235161
79884568,22133174
9139187,6673595
56489014,87338745
46502724,24649685
56548673,488331
29927231,57308971
38325622,29381649
3506230,50271762
78295318,36990365
16336697,74992787
99035534,91991458
15692847,41692601
13471153,39985394
84335445,74079644
42487936,47557768
76852101,59089988
74414774,6787205
87023682,35267580
83826446,4069883
82363805,89947319
41112582,21303491
40592868,88859221
2768582,86951010
24940037,49723268
31400540,77965261
22663573,51871901
45145284,15940286
88513134,64726440
93533153,15684066
79555137,21282806
37183389,88107959
14292899,21258468
32466639,92608465
17808288,85283575
3412259,69367225
25667536,26474356
22768290,93784405
85125433,83970281
88075636,8732068
33540766,6000744
45466600,39038493
21759106,13359150
52297800,27682496
14701251,48357585
37594827,3576392
22582640,48056576
54429637,66568543
25928780,6339436
42776063,25389381
50498861,39680806
91657695,92356877
70317375,56722264
29095805,17667687
96969511,10011783
89781928,11730413
44279994,32820051
58177298,54863341
19046355,83358383
17114016,99984646
90080295,38528992
496866,9100038
68179667,5176944
62531045,74602310
17400264,915846
90485644,65580985
41753868,79018600
30582018,32953345
83919911,83471324
62442922,2634077
61849142,49985
9008430,75762921
72178968,84125606
55617072,74236440
33114784,39971847
15544342,39168465
47441666,15044611
40057241,80755478
27789902,16377349
28832225,52701120
15551524,63323634
43043306,61596609
79876159,69072989
518566,23817761
18905779,96891697
89820355,92318855
58458487,25028425
54564108,56549478
70967759,34829289
82296905,27131906
26000041,98981986
76259132,5949462
11335410,29329807
13433132,9885911
57520842,50834009
2467640,51843634
2131799,95175743
99759441,77908805
8500563,7685194
49875159,44162778
84174105,88701947
44378786,46667470
81961089,38241809
78542389,27138398
38776367,6567095
27121928,11890358
35803115,27729005
55767333,11259470
43785915,82252314
39878855,41512724
26259876,7192867
53938943,96437235
95370916,17609660
44021667,929042
41305366,92742894
32900520,54507171
54641364,66041561
9186525,22004141
28867100,35590255
61110863,29460404
44787544,7627313
56588732,92832393
16933339,9029814
94970909,56638459
51430891,32499509
29924787,60890074
634572,67760141
96064849,11408118
73224824,29550629
31765388,72179539
20029798,58418191
63406704,92305090
76208900,65756845
9405681,70594860
83803149,67164430
70209358,65539915
41912942,805139
90414584,16375883
67183813,17465491
89966171,34025335
82880740,1129421
71852919,11584595
97523027,10481740
17019337,62973194
1516917,94182003
79101842,84486545
35573595,7580852
75395421,50611260
98582717,97726539
38393358,95504296
73315245,60799031
53134009,61235411
11924783,47102907
46432430,7079244
68446699,55333148
11078557,68266085
45963613,14776771
13452239,70825251
68407972,63932602
26172758,57878968
15153528,69050445
65410547,39949680
96099950,1961787
70950780,41534515
8874935,61521566
97851314,80943964
44582537,14988362
29337856,8057235
43065450,14581838
98464748,36875794
96798575,75054176
10633729,6056930
41100197,2196309
10572042,61271228
27747346,60495823
35138686,90228518
45729382,71670625
20816789,75819328
51444424,67420210
82058676,47282516
85546436,48047778
61397098,89879507
4599114,4345274
82659310,42703652
88888844,63622648
51380215,75911863
74469109,4422460
45770583,42696020
46940054,267434
6598872,93571015
39621566,17861560
39149001,1199295
25918097,66032637
14605211,35586936
31574476,7179431
89032813,47423507
21381890,3850618
15876420,37058170
65795731,26119325
83251098,38999811
42849130,83530714
41490831,5883439
90267356,5469221
99415307,7420019
89791968,48080328
32353270,30648199
65252034,82874240
48199056,34701961
1830009,32214672
15020162,8298079
87469995,97661740
9410407,17779845
71175267,9740297
50079335,3098750
25295435,52270655
32044751,64315404
84242644,58718997
69648336,152690
88497111,12765555
78947668,99976120
91382266,55294779
8982098,95584657
65130554,61147942
92405468,83296786
28412707,6720471
48108753,20856192
33831251,25466171
65130820,12990357
19305162,75057398
74269196,33263003
35976009,50945055
69038869,22680586
43464100,65992195
40049029,65576906
75604948,75043655
30158657,29952554
41721867,50450293
8324075,69868502
86104922,39735741
20867564,28191539
74821549,10612176
6294985,72442378
11671975,83466355
35876487,80014111
33635449,22369390
85079182,95102222
21723385,59647244
21099357,9694575
96710903,82486773
96428439,99072201
87708215,29754922
49625806,82477927
28817969,7628530
25458721,763783
92364281,94150106
90344739,65019397
3227793,6582419
86403824,34270346
97462507,18559029
31968658,39773861
90236181,71661940
15707149,4636163
6118704,70547997
71202363,85613359
69511286,45605115
21068521,9755149
19988989,96015665
35398751,55339866
38110567,70542769
22306955,63449192
19876859,67235831
77785951,2285789
26618203,217716
9707644,39816425
70613797,30487475
10685243,42664306
53234905,89439073
71732568,15673081
12881363,36376935
68515970,7237735
13201568,12073252
72030439,34703941
59946893,9525256
65502241,61468143
7446791,23455224
97150855,96044076
24545580,23448263
70580661,89054825
86686235,72873261
90267322,73471553
89199201,59220836
44651811,13801107
62346025,34734729
72639136,65668578
43722261,11728570
62387923,388010
45138494,55428330
92809444,91270396
56461332,85547738
38440574,3502407
39404996,29167201
23923307,47829859
45884800,39322573
88296533,4020243
77268433,719623
18004539,6405342
76244509,62106826
87056029,32665808
89636169,17979079
30183904,27060111
16659847,74579850
7118573,86112807
60075435,28346664
95833588,4078106
21091363,93550616
95083719,43616574
86285708,84682265
47102635,45879751
55888310,30334074
82279576,48188296
95241298,895404
62761354,38837710
24299253,91316555
23690253,46798661
85026927,18262231
64708549,17035268
18048551,34217215
77178718,4546255
24977703,151665
72496805,1125941
64381678,48146652
21911492,83708996
79120557,3478980
56896417,33993547
95636675,936980
36285831,26645342
26256937,7104165
4766706,10079832
99342628,77557653
25413317,64942949
24502955,10459481
43482621,94474031
8379198,31737228
20585214,36343913
80498887,73388807
39781940,72605027
77536823,43203865
86059775,89802963
76795472,24332006
43098605,25259552
90378577,10154247
23100564,22801257
67427037,6699332
7801458,75935008
25674634,91408546
95937821,80995987
36515589,22160442
43600566,81433047
48328859,69540067
49522316,62307455
81833126,59424160
67573638,96541043
39370304,2336229
85235606,57394942
32788629,47281078
12752239,67687140
35866725,53733624
94308151,81062738
69662541,17661072
81547797,64900524
69045714,85089881
82357508,6393537
3915012,7404011
97501308,47121248
71628241,59741808
44420737,22341545
15063301,13319372
52106563,5836224
11482667,24276090
56080359,82258097
12539298,83606450
32005918,24015790
32628212,23327179
34030995,37790991
99624421,68472426
94093813,19376809
6482493,93942023
36060909,31572667
75247242,46318477
58299502,44557198
33656562,47274099
40316090,45124464
52016075,95594285
39584143,18419265
30431453,62112663
33682055,45031852
53378312,88509394
50336754,35898789
77891448,4271917
90672745,4097413
76582238,6795118
71255973,9176191
63328920,94073524
77311335,19223796
57471856,18312842
23711154,10539811
33367166,21725891
18259381,52656843
85863956,91039219
1911451,60517734
33884856,20246062
25661889,5584493
89118525,53119231
56087839,86432435
46551554,13647322
30904656,42400274
51958420,68997595
98309226,70399935
42124162,76029334
26246543,75307366
13167774,25275486
98594391,95963247
7196711,21306999
95662324,55677538
64744331,81770602
40172768,82471348
13613085,17216608
2649732,48442795
41935929,65018008
42422265,57021253
49397979,10833285
50613672,36602799
67695940,27678284
17267070,94786412
50239992,478284
94446140,87505598
84410044,701656
5518192,90126093
40319523,64408281
7762700,7965484
62860245,926209
61871935,18693672
32262108,80563367
89715190,82456355
44124763,17758550
92634156,61761849
33090016,17112912
44892143,42711359
90532649,87317994
62693608,59979836
92602395,61597269
54846918,71978514
36995005,76920374
39525583,22718329
50468173,93804406
29358212,3431568
85420546,71380576
74194117,77007457
2930976,86248591
7948086,3021342
99832483,40532604
44261032,44625399
9268060,61522969
56168167,81079691
73950334,29222603
48469613,74331820
17682383,4691386
24976137,9217621
34702996,69261840
377042,56932106
50689787,96958387
46759049,49617929
69927066,27973620
53317776,95906927
99190786,60446843
87903069,2103491
28735308,88374978
56596842,68273604
37592919,67424138
82610497,50226487
53918861,68365227
33948813,56756335
96281852,98570329
91278996,31612631
20568443,55352602
52650617,53854546
54103544,87577330
23376992,29166219
97353861,96057307
37284722,24235357
94395947,44096201
9202389,55832046
74025473,73270264
43270492,37811710
52792570,10312847
52108860,43282224
44879848,34873950
63222660,6882223
86435964,27274424
97503931,7396521
16022695,3469832
5927838,65490466
21471467,1116872
49507706,20660130
85250545,69809612
93478963,40823618
66263910,24845840
94889602,10142907
22552261,48040680
2048789,43698491
98976352,72298266
30876337,2148023
5546778,97055019
96967587,2756533
94670668,9435852
71472905,80158580
25920300,65312908
79856048,46378942
51495107,27721753
6773085,79076430
29002712,10394597
28122376,62474543
21781448,29256886
28460066,56122795
23488884,73565189
95275409,27738296
27114541,45432873
34432640,52070976
49719756,83162605
3019045,51012266
65332125,16379888
350809,90718270
10698461,74073017
10771252,90731480
65148943,20394956
73503555,2366359
64121399,2302345
38255506,20920720
6619268,24809257
54130845,44594983
91677635,6197844
26469961,88229152
6926545,27386666
83433923,8052961
4231237,21621980
60395137,48270114
54775712,57292792
75889862,78711594
36073694,2694275
75939136,20959378
80211228,99768940
61423750,17538229
26023892,5964312
33857855,49073848
12913996,43063254
65104615,37576835
10648365,37919083
2941981,56128567
13192599,74527370
80055942,57570257
21940929,51513786
49780246,78681734
20120711,89618349
9604597,98806076
96104701,65773779
52620045,69332716
36049763,41250391
45776861,20453527
17789278,84261575
31731647,39562527
17976032,22392369
59827741,41564371
67218007,8271681
83648575,85837618
99743230,96053048
56056960,73406050
51798698,71869654
11028654,28174727
90192193,53273386
91861126,55389273
28311123,2677055
87873374,82123496
51083437,98976179
11505636,51711160
7181525,48927017
63153208,90708784
79432779,51213415
25972278,81469170
92816930,81017909
29813547,2036189
10681150,23088867
18433597,99173105
1679988,95300867
97604215,43888036
83898414,67575673
25744790,93907860
47369346,27449122
57587595,77712682
34256948,46203972
23046091,54412536
25092153,71510904
90398710,20972020
60555948,16755269
11583657,86674753
91599768,18139844
76787097,40508627
33576586,1537434
93199282,31899802
15267110,23089727
92690767,49528238
28157406,9328856
44066859,67235213
75375036,66773019
53672060,42641678
47074230,77294603
95032984,9037790
69131731,17858726
49178113,4373847
59910899,10154672
7522562,79679657
48421058,24948166
86731896,13335599
1108426,45242746
63224275,73120052
82886912,5315260
12697854,33706243
48424730,37443197
68980507,16414147
44855977,78829066
46180250,70491264
26879399,5515650
44534436,98856384
20196201,15081224
39083540,97125610
50312141,94114929
49744872,6549732
8478441,31123491
67106469,12961841
20084230,60297308
86294259,79592547
75734197,50070485
56033684,45672003
36095528,49602980
62979424,91071728
3094365,79021640
5265001,1105969
12462752,51133216
28610673,76994155
80049469,61065113
95591341,56505656
55142313,32490594
82807304,81897342
98102413,68225195
97099260,7966425
56841321,97406119
43355847,77411968
86611322,21473701
98233448,72771367
35686174,56757244
81252284,67850379
78763658,13486893
24489064,4312388
42946835,43890001
58235084,93663486
13266912,52305032
4007118,45491508
10893560,10859841
13883354,65777645
59754638,64589678
73515994,72233781
90852712,11004468
24113639,93195794
72581944,42657330
53673669,72559741
10267930,17277176
7930140,97638664
3622605,76787102
47355826,32966045
1150757,55173018
41529750,43545013
93124244,78861617
92936929,83289291
17883332,31565448
42581972,59678123
24890349,43775419
37033228,80768235
12677234,68321523
24538410,9812210
78232725,64726062
69418743,13772411
19568012,41825417
25921849,30964785
55885120,50912059
39104890,63171815
55242761,45225742
9510022,40313052
85280949,72709510
99114362,3581669
86704034,9575651
51979678,92525576
77043871,65620003
28217371,2184008
81690689,1636099
73079575,31481655
61962263,5734961
10455300,4209908
69939072,57773760
11293465,19751
67060893,724371
9884478,54553733
95950445,97478455
26016987,9241419
55150539,83209077
66715371,91937862
41854067,79807553
68400943,75709384
93968170,20265225
63432320,73313295
64992449,12409696
20929051,15545183
47335121,93612683
90403926,81344673
63870712,4215531
84205162,81071915
62965263,75796716
84489703,81076505
31953067,99215308
73710509,89193075
21738137,28650628
11675836,22751721
7605581,64895985
5888857,75671193
16108456,79249444
63901784,3520735
14321317,22623511
9992250,70993416
49624761,7773448
63175046,71657061
85992308,57349923
27046776,59236535
27772300,7575097
34778675,1206439
17511524,3516474
21641631,64600388
10070661,25313151
82035673,85617486
69484057,11151164
27351304,25185210
46622874,9970928
58916829,59526340
25102466,40801127
28315288,78293530
48055758,19661478
48471887,4247675
95238948,18193024
45271877,89449334
43546066,62616116
37129549,3378078
36436555,80102844
99627684,88663070
76541429,68290386
89417628,36330231
92899815,57087168
22862877,37011396
81391565,55621828
67864990,31881409
55822872,11081847
82997172,99612748
90515751,62240626
56649889,95888901
36528288,16561995
40497241,76811199
60202712,79922192
41014098,60071294
22949490,41737331
27009523,8902645
31074764,11715752
36263482,5768
68019158,41426301
27332275,83431006
14837545,67697037
98243907,47899880
56342712,19028655
9409503,11378053
33319422,9218912
31480370,71374873
32212678,68744834
57638873,60798275
67689817,44458869
35971731,55495611
49662274,9045118
1836613,55572925
96704185,50461414
86114368,9822858
88014066,1391301
48019189,85299360
86294768,4598952
43860276,83628853
25709269,98406021
78569795,82457306
2760103,59374545
88487897,86496421
22149619,77975253
8026558,78864259
369887,13466636
28200522,43161804
23403608,50578963
31485385,25557104
22051473,32557236
52403442,52314737
70069167,14402127
98706575,2852296
69561622,48493336
99708959,2398710
69907680,22139604
78492132,59584519
32403203,39437310
51828477,6934219
92876399,54358054
48085513,29717115
39365128,39864372
97681428,36833757
71577994,15827193
87889371,68542510
25274329,43654731
81163171,32662054
34332904,91446010
98259864,49660265
8911959,24214644
49525271,23037975
42232030,60120410
57760742,85785629
57434398,24613823
47024820,687018
78174202,4880070
9194221,76200431
31040809,84858042
43227670,17528422
68070645,43513580
67811306,3041052
4525821,71611758
63100830,68758799
53198787,77993048
42907717,10274027
36088525,64577350
10358147,95343802
1470001,2631402
1610259,10544177
60090397,2980547
17426887,7816004
69461027,16909787
60608572,63997112
74182217,73335794
93504718,13126686
9502024,39689812
94268493,10044818
98894473,28225373
17956155,96717809
34782407,11071723
40880912,44766962
54917285,98373133
78699626,40492120
41193570,48324051
46538010,98866631
14623960,37623795
62369935,83101380
81000951,7720069
20827143,1108260
29392855,35427026
20294803,8030487
56591149,93472332
25730802,13713767
63463943,1368637
6854498,86881357
93059018,60727217
60829167,21318952
55704021,8245225
71586553,8151858
9824443,2146087
30661688,9351250
88372314,25011775
438699,35562365
22522419,4643724
2983131,48293510
2229038,85911896
80146475,26201893
58719718,76876222
26534350,2676151
2609772,1825922
15235053,4375231
32181679,10209607
88268421,3629075
77852283,1464289
54397274,6943117
11273592,38545992
27640668,44966301
95263374,13301220
97418343,81757765
42290731,97284132
99737841,27193190
49845052,97316827
63350754,86396383
25394340,58577295
53945065,34736947
19818418,44228298
21631120,97457475
88103294,98183683
18592766,7221411
67727211,56768334
34381602,32712721
83880965,51299690
23022161,88603077
54640798,77177564
48172331,6571728
32942596,43815541
67830584,58476954
98477898,73513337
18591519,99014496
33924662,12591584
16923778,42919852
88226322,50446520
15630628,37970517
43437749,94568523
48947266,95387569
87730268,87024932
22473714,5528115
42112197,13737961
50546742,41736013
96127440,34086413
43776625,46621101
45967078,80460649
51995468,95602175
69340206,5945594
14241988,35480220
3776538,80113723
78742032,25121210
77362121,51570296
29053441,9974715
56197330,19356411
69481601,10032306
3192969,69468801
92885101,88343174
21071340,60383217
6751945,93158518
79551584,48526887
72471119,10674471
80886992,4326408
64242751,84296066
31022019,77156591
32566299,52077324
60552211,1486101
33380892,397596
21813613,27780921
74586861,60658653
65852866,57485951
47616231,71830192
20473157,88395085
